date,timestamp,container name,processor/gpu name,core/gpu count,max usage (%),max gpu temperature (C),max pwr:usage/cap (%),max vram usage (%),startup time (s),task time (s),shutdown time (s),total time (s),cpu usage (%),memory usage (MB)
2025-04-18,20:33:15,whisper-medium_en-ubuntu_jfk-audio-rice-university-12-september-1962_gpu_complex-gpu1,NVIDIA L4,24,0,44,26.04,0.0,9.5367431640625e-07,0,0.9051475524902344,0.9051475524902344,35.9,19752.18
2025-04-18,20:33:16,whisper-medium_en-ubuntu_jfk-audio-rice-university-12-september-1962_gpu_fast-gpu0,NVIDIA L4,24,0,44,26.04,0.0,7.152557373046875e-07,0,0.05652451515197754,0.05652451515197754,34.9,19770.36
2025-04-18,20:53:01,whisper-large-ubuntu_harvard_cpu_fast,NVIDIA L4,24,0,44,27.1,0.0,1.9073486328125e-06,0,0.05020785331726074,0.05020785331726074,4.2,1887.92
2025-04-18,20:53:01,whisper-large-ubuntu_harvard_cpu_complex,NVIDIA L4,24,0,44,27.1,0.0,4.76837158203125e-07,0,0.049922943115234375,0.049922943115234375,4.4,2018.85
2025-04-18,20:53:37,whisper-large-ubuntu_harvard_gpu_complex-gpu1,NVIDIA L4,24,0,44,27.03,0.0,2.6226043701171875e-06,0,0.48057985305786133,0.48057985305786133,68.9,3761.59
2025-04-18,20:53:37,whisper-large-ubuntu_jfk-audio-inaugural-address-20-january-1961_cpu_fast,NVIDIA L4,24,0,44,27.03,0.0,2.1457672119140625e-06,0,0.050844430923461914,0.050844430923461914,8.5,3936.91
2025-04-18,20:53:38,whisper-large-ubuntu_harvard_gpu_fast-gpu0,NVIDIA L4,24,0,44,27.03,0.0,7.152557373046875e-07,0,0.05050253868103027,0.05050253868103027,6.3,4092.66
2025-04-18,20:53:38,whisper-large-ubuntu_jfk-audio-inaugural-address-20-january-1961_cpu_complex,NVIDIA L4,24,0,44,30.49,0.01,4.76837158203125e-07,0,0.05222749710083008,0.05222749710083008,7.1,4319.45
2025-04-18,20:54:05,whisper-large-ubuntu_jfk-audio-rice-university-12-september-1962_cpu_fast,NVIDIA L4,24,0,45,30.97,0.0,2.6226043701171875e-06,0,0.06111621856689453,0.06111621856689453,20.3,11443.0
2025-04-18,20:54:08,whisper-large-ubuntu_jfk-audio-inaugural-address-20-january-1961_gpu_fast-gpu2,NVIDIA L4,24,0,45,31.18,0.0,3.337860107421875e-06,0,0.05645489692687988,0.05645489692687988,21.0,11676.04
2025-04-18,20:54:09,whisper-large-ubuntu_jfk-audio-rice-university-12-september-1962_cpu_complex,NVIDIA L4,24,0,44,27.03,0.0,2.384185791015625e-06,0,0.329423189163208,0.329423189163208,29.6,12551.88
2025-04-18,20:54:09,whisper-large-ubuntu_jfk-audio-inaugural-address-20-january-1961_gpu_complex-gpu3,NVIDIA L4,24,0,45,25.99,0.0,7.152557373046875e-07,0,0.0537564754486084,0.0537564754486084,23.3,12810.69
2025-04-18,20:55:09,whisper-large-ubuntu_jfk-audio-rice-university-12-september-1962_gpu_complex-gpu1,NVIDIA L4,24,0,44,26.6,0.0,3.337860107421875e-06,0,0.05577993392944336,0.05577993392944336,37.9,20169.79
2025-04-18,20:55:10,whisper-large-ubuntu_jfk-audio-rice-university-12-september-1962_gpu_fast-gpu0,NVIDIA L4,24,0,44,26.6,0.0,7.152557373046875e-07,0,0.06363797187805176,0.06363797187805176,34.0,20339.21
2025-04-18,21:14:31,whisper-turbo-ubuntu_harvard_cpu_fast,NVIDIA L4,24,0,44,26.61,0.0,4.76837158203125e-07,0,0.5028576850891113,0.5028576850891113,4.4,2037.51
